1.484348970526534250e+00 2.605193053762989042e+00 7.690507125655414722e-01 2.636072381985603563e+00
6.213894310653913067e+00 2.924487646647252692e+00 3.030016436793002699e-01 2.745605878620997586e+00
3.532589241025860360e+00 6.229189720066589331e+00 -2.886189109128299290e-01 2.075658979775734103e+00
1.919482131507565636e+00 3.929094466061563651e+00 1.706411845318344334e+00 3.047277970714897144e+00
1.500489191579263526e+00 1.119979577405987969e+00 4.926917351507571485e-01 3.782275763588066830e+00
3.915442500781652235e+00 7.262558434293963083e-01 9.645331381060653353e-01 1.247968549566775165e+00
1.400566351788711250e+00 4.661971314799679078e+00 2.298831318602738705e+00 2.705613404846565651e+00
1.770995430117884517e+00 3.202954328500005943e+00 1.126867612302796973e+00 2.011974877828706543e+00
5.205583406730884377e+00 5.682013934593791449e-01 2.101694727911255889e+00 7.703301212455028191e-01
3.911098602837483007e+00 1.356663320423383556e+00 1.224298868719627897e+00 1.347462941757201493e+00
2.867046049536537744e+00 5.265321220518773160e+00 8.100121781067866067e-01 3.463733412805412026e+00
3.710809412374784788e+00 5.450240109135743305e-01 1.459381381640679765e-01 1.264363506937452142e+00
4.930168308929065546e+00 8.206401482025454941e-02 1.233659670006183706e+00 1.315649208517608582e+00
3.468393231152162026e-01 4.517178897998744169e+00 1.869696001598604829e+00 1.814811850900790446e+00
1.519605810731508688e+00 2.472972896436917978e+00 7.490806189745754518e-01 2.643867149369523606e+00
1.243147650329955223e+00 6.220146273826266531e-02 1.501385245906938337e+00 3.906249433147477301e+00
4.873343693344589944e+00 3.375575801519397956e+00 9.181037704267916988e-01 2.865655481911736135e+00
6.126655796301131440e-01 1.804912662565305137e+00 1.015295995384374317e+00 3.301233212977124687e+00
1.829434397052618344e+00 8.021072568217507692e-01 5.124175788943184928e-01 3.948992934019952550e+00
4.654103659754059485e+00 1.812001307128449978e+00 2.447376628181472391e+00 2.156420042721089114e+00
3.790323040085208817e+00 1.443694869857051755e+00 9.396055717292556286e-01 1.652471167500486393e+00
2.609500213562112148e+00 4.605634424999170307e+00 8.155233230498388775e-01 3.578627793769440846e+00
2.904676769310289286e-01 4.733295670005201572e+00 2.344283810584522953e+00 1.896326372617468836e+00
5.643504006229346892e+00 4.034853559199941486e+00 1.031335664525276474e+00 2.204853539875933688e+00
3.591118544901191090e+00 4.880240747538628021e+00 -2.107356910968895547e-01 3.085077755689815682e+00
3.493139924857991296e+00 3.001037364318778433e+00 1.538647854525127423e+00 2.657823531051996646e+00
2.940703080128685087e+00 5.559550855164856031e+00 7.004139760719916286e-01 3.451717649749654893e+00
4.542597662423533578e+00 5.571310052683173947e-02 9.385530969119854072e-01 1.168729541434824659e+00
2.761852265589755717e+00 1.031993783560531674e-01 3.871821314192299690e-01 2.666321261911263285e+00
6.155537339023676502e+00 6.198752124511548445e+00 1.768509773042050259e+00 2.549652880284477341e+00
2.980181743146200990e+00 2.083353865875323674e+00 1.215036616162820993e+00 1.810413232634969338e+00
6.632321021269216299e-01 2.055704643844883606e+00 8.262685169024492904e-01 2.989847586270018454e+00
2.209761406979326992e+00 3.054304614086306824e+00 1.474456329986874703e+00 2.469939246071495731e+00
4.798317233540291937e+00 2.218204997527871480e+00 1.648415201272788400e+00 2.656893287248634827e+00
6.143063056959487511e+00 4.017218290367029709e+00 1.624282714878396039e+00 2.102372536236637668e+00
4.820368205746828671e+00 3.551244123510152395e+00 5.042701819931082463e-01 2.447803391242593829e+00
1.912685805500536240e+00 3.122866428081428475e-02 4.554054628157396256e-01 3.865814382187080511e+00
4.515589769585933055e+00 3.030179181801809563e+00 1.305342105672716801e+00 2.240838957498227924e+00
2.185474271436767868e+00 3.285851064087744078e+00 1.138529796985931819e+00 2.771757255114104534e+00
1.008904279268280080e+00 1.294839146230889471e+00 1.078318483788172299e+00 3.899472287403372928e+00
5.711013731190178744e-01 3.501971153295426742e+00 1.548436290418009564e+00 1.574445964744403792e+00
1.486314658527364996e+00 3.583242555723998635e+00 1.507590279227069452e+00 2.595295340742207024e+00
3.459972559921626445e+00 1.900160425745568871e+00 1.322969603578842079e+00 1.615908313981449851e+00
4.859032118427704994e+00 1.424741166194790631e+00 1.776118659023356194e+00 1.658630965966952253e+00
1.383736534970211006e-02 3.879730514852362422e+00 1.224739816877120413e+00 2.302941335592243455e+00
2.609002395679325570e+00 5.707059702598104245e+00 -4.600022514106882898e-02 3.112452805753990415e+00
4.856756538846359383e+00 2.886947014325864203e+00 1.554091005357071786e+00 2.662667297845222603e+00
5.668364337070160630e+00 6.175159582511914103e+00 2.409243259661954184e+00 1.484324767771636910e+00
3.441473689478464770e-01 5.270878682611361832e+00 2.570521894454311340e+00 2.140540759587718611e+00
1.739766406808270549e+00 5.748727704069587219e+00 1.703533463095520784e+00 3.501664853846381931e+00
2.508433116635537807e+00 4.769085679402603972e+00 1.034162879678635516e+00 3.541409491736422055e+00
1.502517873057896081e+00 3.506587777227655245e+00 1.046755238543171096e+00 2.513542353672539420e+00
1.486197828090574768e+00 5.650542902097006603e-01 1.056109462709925895e+00 3.549733299092897809e+00
1.841483664032889100e+00 1.292522717215035755e+00 5.242854489427051234e-01 2.777232342027796008e+00
6.117732887629622418e+00 8.616114129287211210e-02 2.695556474639226430e+00 2.063328733558919215e+00
1.366242839236759377e+00 1.905724847450775084e+00 6.598031830007607956e-01 2.648998646619077579e+00
1.571405782376546600e+00 2.142410800681061378e+00 8.183204025837358397e-01 2.801330503834778884e+00
1.952191669106525085e+00 5.920079155195645093e+00 1.427632340495671004e+00 3.652171669076617722e+00
3.563757163840610698e+00 5.443183178629541707e+00 -1.495212541203707890e-01 2.730043768011525707e+00
5.160591299912153040e+00 4.314261112202482096e-01 1.694680569043916396e+00 1.715493909572842091e+00
3.122791732371328788e+00 3.182134645809663986e+00 1.310140819986434835e+00 2.517827403075408199e+00
4.544463220683310212e+00 3.211646608588250018e+00 1.223742707322024836e+00 2.787440179679648633e+00
1.179389047865548462e-01 3.153236638675338099e+00 1.065927091467469889e+00 2.534027558433139760e+00
1.859081120096703232e+00 6.096065401412036344e+00 9.799168107835625197e-01 4.015202078695839560e+00
2.595856109256690081e-01 1.157747250327187727e+00 1.625564123331663557e+00 3.629690965814088788e+00
1.306717877298021246e+00 9.040526129122818944e-01 8.450153575550704010e-01 3.268013398528553992e+00
3.873418473429952602e+00 5.101984996724607591e+00 -1.289802205574788752e-02 2.341617591462735959e+00
3.849335347398074259e+00 6.147256996340378699e+00 6.290712097588470331e-02 1.483478985474623535e+00
3.992908199046060425e+00 4.433471324160974447e+00 8.283175880631656884e-01 3.142921057052310285e+00
4.485285455775928298e+00 2.809477575959531848e+00 1.636483230828717605e+00 2.703483695294211842e+00
4.778224505678916323e+00 1.401745785647615428e+00 1.748335379151892965e+00 1.848548071342035470e+00
9.959959576241516066e-01 5.156587909028909067e-01 1.658240078048980992e+00 3.428299849507201014e+00
9.012723378336890967e-01 2.574268998329345415e+00 9.403166062856135321e-01 2.955993863780419062e+00
2.461929486170202797e+00 5.891116681112948505e+00 7.637849759795685145e-01 3.804866529153665855e+00
6.188886334565971481e+00 1.613617809116966617e+00 2.029673224538030230e+00 3.243950736955941050e+00
4.803204718730317069e+00 6.214160959832137898e+00 1.267051088591540031e+00 1.168999094863223842e+00
4.210835843818369284e+00 5.188581111262378975e+00 4.252312209426801770e-01 1.755805267655049740e+00
6.017103703432490569e+00 1.058673749784467155e+00 2.303186726185159294e+00 3.156106752551174122e+00
2.123493960307085260e+00 3.142329824920115033e+00 1.693650484257904765e+00 2.349490518952396911e+00
6.053500513542945605e+00 2.212347841477674493e+00 1.745834390908576950e+00 2.807142598829019065e+00
4.556225625033191839e+00 3.104911494469479449e-01 8.207322345240055661e-01 8.058221278523232112e-01
3.437562521638099611e+00 1.903102171139913201e+00 1.238912112653919539e+00 1.707508336139964555e+00
6.232399604617546274e+00 5.169526960988725328e+00 1.973350094834483537e+00 1.939092355256175182e+00
1.341525283280356362e+00 5.264488595003249394e+00 2.218983103481192209e+00 3.201655812621358344e+00
1.950917013472520001e+00 2.723494887155035293e+00 1.235388917370746187e+00 2.437324944535590898e+00
1.409133237706643449e-01 1.278315380624077013e+00 2.291143580060019058e+00 3.336666216121632722e+00
5.738055909163755075e+00 4.590057371320016344e+00 1.542936318205485602e+00 1.685243653649831419e+00
6.019402292567503032e+00 1.237785894879714244e+00 1.921845558186167979e+00 3.169621684846153364e+00
2.826662721213579310e+00 4.024793342365749482e-01 2.438828123219902166e-01 3.018947985611670326e+00
1.529775192016540553e+00 2.394876361374162599e+00 3.882929891957845880e-01 2.415252776754888586e+00
4.042192755104518476e+00 1.354103170560468694e+00 1.200113996570707497e+00 1.527275415370256129e+00
5.831802336859684743e+00 2.219325557567426999e-01 2.898110940972449701e+00 1.712755687095176116e+00
